,Year,Code,ROA,HHI,DF,IBI,CAR,CIR,NPL,GDP
227,2017,601128.SH,0.9586,0.251185668408,1062.23445852924,0.1113328040804,0.071785,0.668253037486516,1.14,0.0695
228,2018,601128.SH,1.0141,0.233906120928,1142.74080353094,0.0907606591940439,0.076999,0.660032763126715,0.99,0.0672
229,2019,601128.SH,1.0807,0.2357500398,1223.223589637,0.0832073488278798,0.091568,0.646673028137873,0.96,0.0582
230,2010,002839.SZ,1.6079,0.0,20.3073430973063,0.0279273114355231,0.070364,0.388383126992364,0.65,0.1082
231,2011,002839.SZ,1.501,0.1541708222,32.4574380490005,0.0247801307071403,0.063475,0.410877523611472,0.69,0.0947
232,2012,002839.SZ,1.416,0.192402244832,53.2659060593533,0.0231368874357032,0.069557,0.443932948275614,1.0,0.0787
233,2013,002839.SZ,1.4324,0.239008434872,232.877316371413,0.0237905526140848,0.075395,0.472211440383452,1.08,0.0777
234,2014,002839.SZ,0.998,0.207465524798,447.407212676686,0.0251684975853102,0.088093,0.656026193669017,1.51,0.0741
235,2015,002839.SZ,0.8827,0.294753036398,635.065962467966,0.0438607081874472,0.085331,0.706452792857202,1.96,0.0703
236,2016,002839.SZ,0.8066,0.311071955,1189.8665508663,0.0586164716348457,0.081244,0.726157987676122,1.96,0.0687
237,2017,002839.SZ,0.7802,0.220941713408,1501.36804772819,0.0599796968171775,0.080241,0.704091018321332,1.78,0.0695
238,2018,002839.SZ,0.755,0.173765122232,1679.20931718765,0.0331070338281703,0.087423,0.715534806169237,1.47,0.0672
239,2019,002839.SZ,0.7928,0.294440256702,1837.54389056073,0.0347970350770971,0.086701,0.74914089347079,1.38,0.0582
240,2010,603323.SH,1.5207,0.0,26.7488230517857,0.0191752800206222,0.089369,0.455746984986463,0.99,0.1082
241,2011,603323.SH,1.6338,0.0775853153420001,42.219735948883,0.0181870756700422,0.078959,0.429501008506533,0.74,0.0947
242,2012,603323.SH,1.567,0.125897879928,66.6355584129754,0.0304196811966605,0.082909,0.508056282380652,1.66,0.0787
243,2013,603323.SH,1.6261,0.140510749262,270.471534311395,0.0300125686017542,0.086987,0.476015325670498,1.35,0.0777
244,2014,603323.SH,1.2486,0.10140943875,519.81177002365,0.0257983861802478,0.097032,0.603956362319497,1.69,0.0741
245,2015,603323.SH,0.917,0.1110203598,731.95438538644,0.0302940033674395,0.091836,0.682132347042606,1.86,0.0703
246,2016,603323.SH,0.8626,0.139037242878,1319.01860098962,0.0350054967308916,0.095591,0.657916534756946,1.78,0.0687
247,2017,603323.SH,0.8368,0.143183513088,1625.89030352192,0.035964474528447,0.087816,0.684488937963822,1.64,0.0695
248,2018,603323.SH,0.7642,0.257943704238,1631.24440142793,0.0371570078745259,0.080582,0.714872648069242,1.31,0.0672
249,2019,603323.SH,0.7539,0.282401913182,1795.0809858607,0.0592982891505773,0.091399,0.715261130866498,1.33,0.0582
